"seqnames"	"start"	"end"	"width"	"strand"	"CLL1_0d_CD4"	"CLL1_3d_CD4"	"CLL2_0d_CD4"	"CLL2_3d_CD4"	"CLL2_8d_CD4"	"CLL2_30d_CD4"	"CLL2_120d_CD4"	"CLL4_0d_CD4"	"CLL4_2d_CD4"	"CLL4_3d_CD4"	"CLL5_0d_CD4"	"CLL5_1d_CD4"	"CLL5_2d_CD4"	"CLL5_3d_CD4"	"CLL5_8d_CD4"	"CLL5_30d_CD4"	"CLL5_150d_CD4"	"CLL5_240d_CD4"	"CLL6_30d_CD4"	"CLL6_120d_CD4"	"CLL6_280d_CD4"	"CLL7_0d_CD4"	"CLL7_1d_CD4"	"CLL7_3d_CD4"	"CLL7_8d_CD4"	"CLL7_30d_CD4"	"CLL7_150d_CD4"	"CLL8_0d_CD4"	"CLL8_3d_CD4"	"consensusIDs"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"	"0"	"3"	"8"	"30"	"120"
"37"	"chr1"	1608941	1610109	1169	"*"	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_48"	"Promoter"	1	1601214	1608285	7072	2	"728661"	"uc021oeu.1"	-656	"ENSG00000189339"	"SLC35E2B"	"solute carrier family 35 member E2B"	0.166666666666667	0.7	0.666666666666667	0.25	0.833333333333333
"98"	"chr1"	8002312	8002862	551	"*"	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_125"	"Promoter"	1	7975931	8003225	27295	2	"3604"	"uc001aot.3"	363	"ENSG00000049249"	"TNFRSF9"	"TNF receptor superfamily member 9"	0	0.7	0.666666666666667	0.75	0.833333333333333
"221"	"chr1"	22468804	22470002	1199	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_280"	"Promoter"	1	22443798	22469519	25722	2	"54361"	"uc001bfs.4"	0	"ENSG00000162552"	"WNT4"	"Wnt family member 4"	0.166666666666667	0.6	0.666666666666667	0.75	0.833333333333333
"350"	"chr1"	32211071	32211560	490	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_439"	"Promoter"	1	32192718	32210332	17615	2	"576"	"uc010ogo.2"	-739	"ENSG00000121753"	"ADGRB2"	"adhesion G protein-coupled receptor B2"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"366"	"chr1"	32827110	32828031	922	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	"consensus_461"	"Promoter"	1	32826871	32827844	974	2	"100128071"	"uc021oku.1"	0	"ENSG00000225828"	"FAM229A"	"family with sequence similarity 229 member A"	0.166666666666667	0.7	0.333333333333333	0.5	0.833333333333333
"502"	"chr1"	44871593	44872351	759	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	"consensus_638"	"Promoter"	1	44871050	45117396	246347	1	"55182"	"uc001clw.1"	543	"ENSG00000187147"	"RNF220"	"ring finger protein 220"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"739"	"chr1"	95285628	95286184	557	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	"consensus_958"	"Promoter"	1	95285898	95360803	74906	1	"126969"	"uc001dqv.5"	0	"ENSG00000143036"	"SLC44A3"	"solute carrier family 44 member 3"	0.166666666666667	0.6	0.333333333333333	0.25	0.833333333333333
"883"	"chr1"	149815029	149815523	495	"*"	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	"consensus_1141"	"Promoter"	1	149813785	149814318	534	2	"723790"	"uc001esw.3"	-711	"ENSG00000272196"	"H2AC19"	"H2A clustered histone 19"	0	0.4	0.666666666666667	0.5	0.833333333333333
"889"	"chr1"	149888859	149889589	731	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	"consensus_1147"	"Promoter"	1	149874872	149889434	14563	2	"9900"	"uc001etg.3"	0	"ENSG00000159164"	"SV2A"	"synaptic vesicle glycoprotein 2A"	0.166666666666667	0.8	0.666666666666667	0.5	0.833333333333333
"1282"	"chr1"	204042068	204043024	957	"*"	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	"consensus_1652"	"Promoter"	1	204042246	204088974	46729	1	"9580"	"uc001hal.3"	0	"ENSG00000143842"	"SOX13"	"SRY-box transcription factor 13"	0.166666666666667	0.6	0.666666666666667	0.75	0.833333333333333
